"2007","BEST PICTURE","NO COUNTRY FOR OLD MEN",1
"2007","BEST PICTURE","THERE WILL BE BLOOD",0
"2007","SHORT FILM (ANIMATED)","I MET THE WALRUS",0
"2007","SHORT FILM (ANIMATED)","MADAME TUTLI-PUTLI",0
"2007","SHORT FILM (ANIMATED)","MÊME LES PIGEONS VONT AU PARADIS (EVEN PIGEONS GO TO HEAVEN)",0
"2007","SHORT FILM (ANIMATED)","MY LOVE (MOYA LYUBOV)",0
"2007","SHORT FILM (ANIMATED)","PETER & THE WOLF",1
"2007","SHORT FILM (LIVE ACTION)","AT NIGHT",0
"2007","SHORT FILM (LIVE ACTION)","IL SUPPLENTE (THE SUBSTITUTE)",0
"2007","SHORT FILM (LIVE ACTION)","LE MOZART DES PICKPOCKETS (THE MOZART OF PICKPOCKETS)",1
"2007","SHORT FILM (LIVE ACTION)","TANGHI ARGENTINI",0
"2007","SHORT FILM (LIVE ACTION)","THE TONTO WOMAN",0
"2007","SOUND","THE BOURNE ULTIMATUM",1
"2007","SOUND","NO COUNTRY FOR OLD MEN",0
"2007","SOUND","RATATOUILLE",0
"2007","SOUND","3:10 TO YUMA",0
"2007","SOUND","TRANSFORMERS",0
"2007","SOUND EDITING","THE BOURNE ULTIMATUM",1
"2007","SOUND EDITING","NO COUNTRY FOR OLD MEN",0
"2007","SOUND EDITING","RATATOUILLE",0
"2007","SOUND EDITING","THERE WILL BE BLOOD",0
"2007","SOUND EDITING","TRANSFORMERS",0
"2007","VISUAL EFFECTS","THE GOLDEN COMPASS",1
"2007","VISUAL EFFECTS","PIRATES OF THE CARIBBEAN: AT WORLD'S END",0
"2007","VISUAL EFFECTS","TRANSFORMERS",0
"2007","WRITING","ATONEMENT",0
"2007","WRITING","AWAY FROM HER",0
"2007","WRITING","THE DIVING BELL AND THE BUTTERFLY",0
"2007","WRITING","NO COUNTRY FOR OLD MEN",1
"2007","WRITING","THERE WILL BE BLOOD",0
"2007","WRITING","JUNO",1
"2007","WRITING","LARS AND THE REAL GIRL",0
"2007","WRITING","MICHAEL CLAYTON",0
"2007","WRITING","RATATOUILLE",0
"2007","WRITING","THE SAVAGES",0
"2006","ACTOR -- LEADING ROLE","BLOOD DIAMOND",0
"2006","ACTOR -- LEADING ROLE","HALF NELSON",0
"2006","ACTOR -- LEADING ROLE","VENUS",0
"2006","ACTOR -- LEADING ROLE","THE PURSUIT OF HAPPYNESS",0
"2006","ACTOR -- LEADING ROLE","THE LAST KING OF SCOTLAND",1
"2006","ACTOR -- SUPPORTING ROLE","LITTLE MISS SUNSHINE",1
